rank,finalWorth,category,personName,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,cpi_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age as of 1 Jan 2023
2259,1200,Finance & Investments,Cameron Winklevoss,United States,"Washington, D.C.",Cryptocurrency,Finance & Investments,United States,True,D,M,1981-08-21 00:00:00,Winklevoss,Cameron,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,42
2259,1200,Finance & Investments,Tyler Winklevoss,United States,"Washington, D.C.",Cryptocurrency,Finance & Investments,United States,True,D,M,1981-08-21 00:00:00,Winklevoss,Tyler,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,42
2259,1200,Manufacturing,Wu Chung-yi,Taiwan,Taipei,Manufacturing,Manufacturing,Taiwan,False,E,M,1955-07-01 00:00:00,Wu,Chung-yi,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,68
2259,1200,Finance & Investments,Eugene Wu,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,D,M,1945-05-03 00:00:00,Wu,Eugene,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,78
2259,1200,Fashion & Retail,Wu Yonghua,China,Beijing,Apparel,Fashion & Retail,China,True,U,M,1971-01-01 00:00:00,Wu,Yonghua,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,52
2259,1200,Manufacturing,Xia Xinde,China,Beijing,Batteries,Manufacturing,China,True,U,M,1964-10-15 00:00:00,Xia,Xinde,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
2259,1200,Manufacturing,Wenbo Xiang,China,Beijing,Manufacturing,Manufacturing,China,True,D,M,1962-06-21 00:00:00,Xiang,Wenbo,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
2259,1200,Food & Beverage,Xu Jin,China,Beijing,Wine,Food & Beverage,China,True,D,M,1965-01-24 00:00:00,Xu,Jin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58
2259,1200,Manufacturing,Xu Shijun & family,China,Beijing,Manufacturing,Manufacturing,China,True,D,M,1963-03-01 00:00:00,Xu,Shijun,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60
2259,1200,Service,Wanmao Xu,China,Beijing,Education,Service,China,True,D,M,1945-01-01 00:00:00,Xu,Wanmao,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,78
2259,1200,Manufacturing,Xu Yuejuan,China,Beijing,Petro Fibre,Manufacturing,China,True,D,F,1962-01-24 00:00:00,Xu,Yuejuan,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
2259,1200,Healthcare,Vadim Yakunin,Russia,Moscow,Pharmacy,Healthcare,Russia,True,R,M,1963-01-05 00:00:00,Yakunin,Vadim,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,60
2259,1200,Fashion & Retail,Yang Yunyun,China,Beijing,Retail,Fashion & Retail,China,True,R,F,1977-01-01 00:00:00,Yang,Yunyun,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,46
2259,1200,Technology,Matei Zaharia,United States,Bucharest,Data analytics,Technology,Romania,True,D,M,1985-04-21 00:00:00,Zaharia,Matei,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,38
2259,1200,Diversified,Zan Shengda,China,Beijing,Diversified,Diversified,China,True,D,M,1963-04-02 00:00:00,Zan,Shengda,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60
2259,1200,Technology,Zhang Xuezheng,China,Beijing,Telecom,Technology,China,True,D,M,1975-06-01 00:00:00,Zhang,Xuezheng,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,48
2259,1200,Manufacturing,Zhang Yin,China,Beijing,Paper manufacturing,Manufacturing,China,True,D,F,1957-02-01 00:00:00,Zhang,Yin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,66
2259,1200,Healthcare,Ning Zhao,China,"Washington, D.C.",Pharmaceuticals,Healthcare,United States,True,Split Family Fortune,F,1967-01-01 00:00:00,Zhao,Ning,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56
2259,1200,Manufacturing,Zhou Wen & family,China,Beijing,Chemicals,Manufacturing,China,True,U,M,1965-03-06 00:00:00,Zhou,Wen,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58
2259,1200,Construction & Engineering,Zhu Xingliang,China,Beijing,Construction,Construction & Engineering,China,True,D,M,1959-05-01 00:00:00,Zhu,Xingliang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,64
2405,1100,Fashion & Retail,Hari Krishan Agarwal,India,New Delhi,Sports shoes,Fashion & Retail,India,True,N,M,1956-04-05 00:00:00,Agarwal,Hari Krishan,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,67
2405,1100,Energy,Farkhad Akhmedov,Russia,Moscow,Investments,Energy,Russia,True,D,M,1955-09-15 00:00:00,Akhmedov,Farkhad,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,68
2405,1100,Healthcare,Prem Kumar Arora,India,New Delhi,Pharmaceuticals,Healthcare,India,False,N,M,1938-09-11 00:00:00,Arora,Prem Kumar,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,85
2405,1100,Finance & Investments,Joseph Bae,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,N,M,1972-01-12 00:00:00,Bae,Joseph,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,51
2405,1100,Food & Beverage,Abigail Bennett,United States,"Washington, D.C.",Liquor,Food & Beverage,United States,False,Split Family Fortune,F,1980-12-27 00:00:00,Bennett,Abigail,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,43
2405,1100,Fashion & Retail,Sara Blakely,United States,"Washington, D.C.",Spanx,Fashion & Retail,United States,True,E,F,1971-02-27 00:00:00,Blakely,Sara,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,52
2405,1100,Finance & Investments,Lloyd Blankfein,United States,"Washington, D.C.",Banking,Finance & Investments,United States,True,E,M,1954-09-20 00:00:00,Blankfein,Lloyd,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69
2405,1100,Diversified,Henadiy Boholyubov,Ukraine,Kyiv,"Banking, investments",Diversified,Ukraine,True,E,M,1962-01-01 00:00:00,Boholyubov,Henadiy,4/4/2023 5:01,281.66,153781069118.0,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,61
2405,1100,Real Estate,Stephane Bonvin,Switzerland,Bern,Real estate,Real Estate,Switzerland,True,D,M,1967-01-01 00:00:00,Bonvin,Stephane,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,56
2405,1100,Diversified,Oleg Boyko,Switzerland,Moscow,Diversified,Diversified,Russia,True,D,M,1964-09-28 00:00:00,Boyko,Oleg,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,59
2405,1100,Technology,Ryan Breslow,United States,"Washington, D.C.",E-commerce software,Technology,United States,True,D,M,1994-05-20 00:00:00,Breslow,Ryan,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,29
2405,1100,Fashion & Retail,Thomas Bruch,Germany,Berlin,Retail,Fashion & Retail,Germany,False,D,M,1950-04-25 00:00:00,Bruch,Thomas,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,73
2405,1100,Technology,Marina Budiman,Indonesia,Jakarta,Data centers,Technology,Indonesia,True,D,F,1961-09-05 00:00:00,Budiman,Marina,4/4/2023 5:01,151.18,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,62
2405,1100,Food & Beverage,Pradip Burman,India,New Delhi,Consumer goods,Food & Beverage,India,False,D,M,1942-11-02 00:00:00,Burman,Pradip,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,81
2405,1100,Healthcare,Cai Hongbin,China,Beijing,Pharmaceuticals,Healthcare,China,True,D,M,1981-09-29 00:00:00,Cai,Hongbin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,42
2405,1100,Manufacturing,Cao Kejian,China,Beijing,Air compressors,Manufacturing,China,True,E,M,1962-04-10 00:00:00,Cao,Kejian,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
2405,1100,Food & Beverage,Giuliana Caprotti,Italy,Rome,Supermarkets,Food & Beverage,Italy,False,D,F,1940-11-21 00:00:00,Caprotti,Giuliana,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,83
2405,1100,Food & Beverage,Marina Caprotti,Italy,Rome,Supermarkets,Food & Beverage,Italy,False,D,F,1978-01-17 00:00:00,Caprotti,Marina,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,45
2405,1100,Technology,Chang Jing,China,Beijing,Technology,Technology,China,True,D,M,1982-08-01 00:00:00,Chang,Jing,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,41
2405,1100,Healthcare,Chen Baohua,China,Beijing,Pharmaceutical,Healthcare,China,True,D,M,1962-01-01 00:00:00,Chen,Baohua,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
2405,1100,Energy,Gang Chen,China,Beijing,Solar energy,Energy,China,True,D,M,1968-01-01 00:00:00,Chen,Gang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,55
2405,1100,Logistics,Liying Chen,China,Beijing,Package delivery,Logistics,China,True,D,F,1975-10-30 00:00:00,Chen,Liying,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,48
2405,1100,Technology,Tony Chen,Taiwan,Taipei,Electronics,Technology,Taiwan,True,U,M,1949-07-01 00:00:00,Chen,Tony,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,74
2405,1100,Manufacturing,Chen Xueling,China,Beijing,Stationery,Manufacturing,China,True,D,F,1967-10-16 00:00:00,Chen,Xueling,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56
2405,1100,Food & Beverage,Cheng Lili,China,Beijing,Poultry breeding,Food & Beverage,China,True,D,M,1965-01-01 00:00:00,Cheng,Lili,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58
2405,1100,Technology,Weili Dai,United States,"Washington, D.C.",Semiconductors,Technology,United States,True,D,F,1961-09-14 00:00:00,Dai,Weili,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,62
2405,1100,Food & Beverage,Carmen Daurella Aguilera,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,False,R,F,1954-08-20 00:00:00,Daurella Aguilera,Carmen,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,69
2405,1100,Manufacturing,Deng Yingzhong,China,Beijing,Paper,Manufacturing,China,True,D,M,1951-01-01 00:00:00,Deng,Yingzhong,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,72
2405,1100,Finance & Investments,Shlomo Eliahu,Israel,Jerusalem,Insurance,Finance & Investments,Israel,True,D,M,1936-01-18 00:00:00,Eliahu,Shlomo,4/4/2023 5:01,108.15,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,87
2405,1100,Finance & Investments,Henry Engelhardt,United Kingdom,"Washington, D.C.",Insurance,Finance & Investments,United States,True,D,M,1958-01-17 00:00:00,Engelhardt,Henry,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,65
2405,1100,Service,Gabriel Escarrer,Spain,Madrid,Hotels,Service,Spain,True,E,M,1935-03-02 00:00:00,Escarrer,Gabriel,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,88
2405,1100,Manufacturing,Daniel Feffer,Brazil,Brasília,Pulp and paper,Manufacturing,Brazil,False,D,M,1959-10-28 00:00:00,Feffer,Daniel,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,64
2405,1100,Manufacturing,Ruben Feffer,Brazil,Brasília,Pulp and paper,Manufacturing,Brazil,False,D,M,1956-05-30 00:00:00,Feffer,Ruben,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,67
2405,1100,Telecom,Gleb Fetisov,Cyprus,Moscow,Investments,Telecom,Russia,True,D,M,1966-06-05 00:00:00,Fetisov,Gleb,4/4/2023 5:01,102.51,24564647935.0,75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,57
2405,1100,Fashion & Retail,Paul Fireman,United States,"Washington, D.C.",Reebok,Fashion & Retail,United States,True,E,M,1944-02-14 00:00:00,Fireman,Paul,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,79
2405,1100,Fashion & Retail,Robert Fisher,United States,"Washington, D.C.",Gap,Fashion & Retail,United States,False,D,M,1953-08-01 00:00:00,Fisher,Robert,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70
2405,1100,Fashion & Retail,Bernd Freier,Germany,Berlin,Fashion retail,Fashion & Retail,Germany,True,D,M,1957-01-01 00:00:00,Freier,Bernd,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,66
2405,1100,Manufacturing,Donald Friese,United States,"Washington, D.C.",Manufacturing,Manufacturing,United States,True,E,M,1940-10-03 00:00:00,Friese,Donald,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83
2405,1100,Healthcare,Gan Zhongru,China,Beijing,Pharmaceuticals,Healthcare,China,True,D,M,1948-07-01 00:00:00,Gan,Zhongru,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,75
2405,1100,Fashion & Retail,Rahul Gautam,India,New Delhi,Mattresses,Fashion & Retail,India,False,D,M,1952-11-18 00:00:00,Gautam,Rahul,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,71
2405,1100,Finance & Investments,David Golub,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,E,M,1962-04-16 00:00:00,Golub,David,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,61
2405,1100,Real Estate,Pavel Golubkov,Russia,Moscow,"Building, development",Real Estate,Russia,True,N,M,1976-03-13 00:00:00,Golubkov,Pavel,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,47
2405,1100,Fashion & Retail,Cristina Green,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,F,1949-08-25 00:00:00,Green,Cristina,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,74
2405,1100,Fashion & Retail,Philip Green,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,M,1952-03-15 00:00:00,Green,Philip,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,71
2405,1100,Energy,Said Gutseriev,United Kingdom,Moscow,"Retail, investments",Energy,Russia,False,R,M,1988-04-18 00:00:00,Gutseriev,Said,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,35
2405,1100,Service,Polys Haji-Ioannou,Monaco,Nicosia,EasyJet,Service,Cyprus,False,U,M,1960-01-11 00:00:00,Haji-Ioannou,Polys,4/4/2023 5:01,113.0,7184844193.0,30.0,127.0,89.52,24.0,0.0,38964.0,43.7384176,7.4246158,63
2405,1100,Food & Beverage,He Zuxun,China,Beijing,Pig breeding,Food & Beverage,China,True,D,M,1965-10-28 00:00:00,He,Zuxun,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58
2405,1100,Finance & Investments,Christian Herz,Germany,Berlin,Coffee,Finance & Investments,Germany,False,E,M,1979-12-22 00:00:00,Herz,Christian,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,44
2405,1100,Finance & Investments,Michaela Herz,Germany,Berlin,Coffee,Finance & Investments,Germany,False,E,F,1973-06-03 00:00:00,Herz,Michaela,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50
2405,1100,Technology,David Hindawi,United States,"Washington, D.C.",Software,Technology,United States,True,D,M,1944-12-08 00:00:00,Hindawi,David,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,79
2405,1100,Technology,Huang Shan,China,Beijing,Software,Technology,China,True,R,M,1970-08-09 00:00:00,Huang,Shan,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,53
2405,1100,Technology,Huang Xiaofen & family,China,Beijing,Printed circuit boards,Technology,China,True,D,F,1962-01-01 00:00:00,Huang,Xiaofen,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
2405,1100,Automotive,Hiroshi Ishibashi,Japan,Tokyo,Tires,Automotive,Japan,False,U,M,1946-08-01 00:00:00,Ishibashi,Hiroshi,4/4/2023 5:01,105.48,4231140000000.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,77
2405,1100,Gambling & Casinos,Masayuki Ishihara,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,R,M,1948-12-15 00:00:00,Ishihara,Masayuki,4/4/2023 5:01,105.48,4231140000000.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,75
2405,1100,Finance & Investments,Chatchai Kaewbootta,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,True,D,M,1951-07-05 00:00:00,Kaewbootta,Chatchai,4/4/2023 5:01,113.27,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,72
2405,1100,Finance & Investments,Nikhil Kamath,India,New Delhi,Financial services,Finance & Investments,India,True,N,M,1986-09-05 00:00:00,Kamath,Nikhil,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,37
2405,1100,Finance & Investments,Jonas Kamprad,United Kingdom,Stockholm,IKEA,Finance & Investments,Sweden,False,E,M,1966-03-04 00:00:00,Kamprad,Jonas,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,57
2405,1100,Finance & Investments,Mathias Kamprad,United Kingdom,Stockholm,IKEA,Finance & Investments,Sweden,False,E,M,1969-06-27 00:00:00,Kamprad,Mathias,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,54
2405,1100,Finance & Investments,Peter Kamprad,Belgium,Stockholm,IKEA,Finance & Investments,Sweden,False,E,M,1964-03-29 00:00:00,Kamprad,Peter,4/4/2023 5:01,117.11,578604000000.0,79.7,103.9,81.6,24.0,55.4,11484055.0,50.503887,4.469936,59
2405,1100,Service,Fumio Kaneko,Japan,Tokyo,Waste management,Service,Japan,True,N,M,1956-10-17 00:00:00,Kaneko,Fumio,4/4/2023 5:01,105.48,4231140000000.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,67
2405,1100,Automotive,Sunjay Kapur,India,"Washington, D.C.",Auto parts,Automotive,United States,False,D,M,1971-10-15 00:00:00,Kapur,Sunjay,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,52
2405,1100,Energy,Ali Metin Kazanci,Turkey,Ankara,Energy,Energy,Turkey,True,R,M,1934-08-30 00:00:00,Kazanci,Ali Metin,4/4/2023 5:01,234.44,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,89
2405,1100,Healthcare,Kangbao Ke & family,China,Beijing,Retailing,Healthcare,China,True,U,M,1963-01-01 00:00:00,Ke,Kangbao,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60
2405,1100,Sports,Carsten Koerl,Switzerland,Berlin,Sports data,Sports,Germany,True,D,M,1964-11-27 00:00:00,Koerl,Carsten,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,59
2405,1100,Technology,Koo Bon-sik,South Korea,Seoul,LG,Technology,South Korea,False,E,M,1958-06-28 00:00:00,Koo,Bon-sik,4/4/2023 5:01,115.16,1665250000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,65
2405,1100,Energy,Andrei Kosogov,Russia,Moscow,Banking,Energy,Russia,True,D,M,1961-03-15 00:00:00,Kosogov,Andrei,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,62
2405,1100,Manufacturing,Yogesh Kothari,India,New Delhi,Specialty chemicals,Manufacturing,India,True,D,M,1949-01-01 00:00:00,Kothari,Yogesh,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,74
2405,1100,Healthcare,Arvind Lal,India,New Delhi,Medical diagnostics,Healthcare,India,False,D,M,1949-08-22 00:00:00,Lal,Arvind,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,74
2405,1100,Gambling & Casinos,Manuel Lao Hernández,Spain,Madrid,Casinos,Gambling & Casinos,Spain,True,D,M,1944-06-10 00:00:00,Lao Hernández,Manuel,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,79
2405,1100,Construction & Engineering,Lee Joong-keun,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,True,D,M,1941-01-11 00:00:00,Lee,Joong-keun,4/4/2023 5:01,115.16,1665250000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,82
2405,1100,Finance & Investments,Nancy Lerner,United States,"Washington, D.C.","Banking, credit cards",Finance & Investments,United States,False,E,F,1960-05-11 00:00:00,Lerner,Nancy,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63
2405,1100,Finance & Investments,Norma Lerner,United States,"Washington, D.C.",Banking,Finance & Investments,United States,False,E,F,1936-03-28 00:00:00,Lerner,Norma,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87
